id,match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,broadcasters,attendance
9236,2006-04-01,15:04,第6節,第1日,C大阪,甲府,大阪長居スタジアム,曇,13.1,33,NHK甲府/BS/J SPORTS(録),6282
9237,2006-04-01,19:04,第6節,第1日,清水,G大阪,日本平スタジアム,曇,10.0,64,BS/J SPORTS(録),10661
9238,2006-04-02,14:04,第6節,第2日,京都,福岡,京都市西京極総合運動公園陸上競技場兼球技場,雨,16.0,85,BS-i/KBS京都(録)/J SPORTS(録),3670
9239,2006-04-02,15:04,第6節,第2日,鹿島,大宮,県立カシマサッカースタジアム,曇のち雨,16.9,69,J SPORTS,11747
9240,2006-04-02,15:00,第6節,第2日,川崎F,千葉,等々力陸上競技場,雨,15.6,83,J SPORTS(録),10316
9241,2006-04-02,15:04,第6節,第2日,新潟,広島,新潟スタジアム,雨,10.5,71,NHK新潟/J SPORTS(録),34071
9242,2006-04-02,15:04,第6節,第2日,大分,磐田,九州石油ドーム,屋内,21.2,29,BS/J SPORTS(録),17406
9243,2006-04-02,16:04,第6節,第2日,浦和,名古屋,埼玉スタジアム2002,曇のち雨,15.9,79,テレビ埼玉/BS-i/J SPORTS(録),44625
9244,2006-04-08,14:00,第7節,第1日,甲府,新潟,松本平広域公園総合球技場,曇,7.9,45,山梨放送/テレビ信州/テレビ新潟/J SPORTS(録),14599
9245,2006-04-08,15:05,第7節,第1日,大宮,横浜FM,さいたま市浦和駒場スタジアム,晴,17.4,28,BS-i/J SPORTS(録),8370
9246,2006-04-08,15:02,第7節,第1日,千葉,C大阪,フクダ電子アリーナ,晴一時雨,14.8,53,スカイパーフェクTV!/J SPORTS(録),8770
9247,2006-04-08,15:04,第7節,第1日,名古屋,京都,豊田スタジアム,屋内,13.9,37,BS/KBS京都(録)/J SPORTS(録),15311
9248,2006-04-08,15:04,第7節,第1日,広島,川崎F,広島ビッグアーチ,晴,19.1,17,J SPORTS,7418
9249,2006-04-08,16:03,第7節,第1日,FC東京,磐田,味の素スタジアム,晴,15.5,25,NHK総合/J SPORTS(録),24214
9250,2006-04-08,19:04,第7節,第1日,G大阪,鹿島,万博記念競技場,曇,12.9,31,BS/J SPORTS(録),17967
9251,2006-04-09,13:04,第7節,第2日,清水,大分,日本平スタジアム,晴,18.6,37,静岡放送/BS-i/J SPORTS(録),10039
9252,2006-04-09,15:05,第7節,第2日,福岡,浦和,東平尾公園博多の森球技場,曇,20.3,28,BS/J SPORTS(録),21545
9253,2006-04-15,15:02,第8節,第1日,鹿島,清水,県立カシマサッカースタジアム,晴,10.4,51,スカイパーフェクTV!/J SPORTS(録),12361
9254,2006-04-15,15:05,第8節,第1日,浦和,京都,埼玉スタジアム2002,晴,13.8,35,BS-i/テレビ埼玉(録)/KBS京都(録)/J SPORTS(録),40657
9255,2006-04-15,15:04,第8節,第1日,C大阪,福岡,大阪長居スタジアム,雨,12.5,71,BS/J SPORTS(録),10421
9256,2006-04-15,15:04,第8節,第1日,大分,甲府,九州石油ドーム,屋内,10.6,87,NHK大分/NHK甲府/J SPORTS(録),15138
9257,2006-04-15,15:34,第8節,第1日,新潟,名古屋,新潟スタジアム,晴時々曇,15.6,24,新潟総合テレビ/J SPORTS(録),39322
9258,2006-04-15,16:04,第8節,第1日,FC東京,千葉,味の素スタジアム,晴,12.4,29,MXテレビ/J SPORTS,21190
9259,2006-04-15,19:04,第8節,第1日,横浜FM,G大阪,日産スタジアム,晴,10.7,36,BS/J SPORTS(録),28885
9260,2006-04-16,15:05,第8節,第2日,川崎F,大宮,等々力陸上競技場,曇,11.4,69,BS-i(録)/J SPORTS(録),11149
9261,2006-04-16,15:04,第8節,第2日,磐田,広島,ヤマハスタジアム(磐田),晴,18.2,42,BS/J SPORTS(録),11788
9262,2006-04-22,14:00,第9節,第1日,名古屋,川崎F,名古屋市瑞穂陸上競技場,曇,17.0,44,J SPORTS(録),11810
9263,2006-04-22,14:03,第9節,第1日,G大阪,FC東京,万博記念競技場,曇,15.8,42,スカイパーフェクTV!/J SPORTS(録),15103
9264,2006-04-22,15:00,第9節,第1日,大宮,大分,さいたま市浦和駒場スタジアム,晴のち曇,18.3,28,J SPORTS(録),6162
9265,2006-04-22,15:05,第9節,第1日,千葉,磐田,フクダ電子アリーナ,晴,15.8,48,BS-i/J SPORTS(録),15184
9266,2006-04-22,15:04,第9節,第1日,京都,鹿島,京都市西京極総合運動公園陸上競技場兼球技場,曇,16.1,50,J SPORTS/KBS京都(録),12295
9267,2006-04-22,15:04,第9節,第1日,広島,C大阪,広島ビッグアーチ,雨,10.1,83,BS/J SPORTS(録),6794
9268,2006-04-22,19:04,第9節,第1日,清水,浦和,静岡スタジアムエコパ,曇,13.5,60,BS/J SPORTS(録),23406
9269,2006-04-23,15:04,第9節,第2日,甲府,横浜FM,山梨県小瀬スポーツ公園陸上競技場,曇,18.3,55,BS/J SPORTS(録),14615
9270,2006-04-23,15:05,第9節,第2日,福岡,新潟,東平尾公園博多の森球技場,晴,18.1,66,BS-i/RKB毎日放送(録)/J SPORTS(録),8667
9271,2006-04-29,15:00,第10節,第1日,鹿島,福岡,県立カシマサッカースタジアム,曇,18.8,53,J SPORTS(録),13450
9272,2006-04-29,15:04,第10節,第1日,浦和,大宮,埼玉スタジアム2002,曇一時雨,16.1,70,BS/テレビ埼玉(録)/J SPORTS(録),54774
9273,2006-04-29,15:00,第10節,第1日,川崎F,清水,等々力陸上競技場,雨のち曇,15.8,76,J SPORTS(録),13300
9274,2006-04-29,15:06,第10節,第1日,横浜FM,広島,日産スタジアム,曇,16.3,78,BS-i/J SPORTS(録),20232
9275,2006-04-29,15:02,第10節,第1日,C大阪,京都,大阪長居スタジアム,晴,17.8,48,スカイパーフェクTV!/J SPORTS(録),20268
9276,2006-04-29,15:04,第10節,第1日,大分,千葉,九州石油ドーム,晴のち曇,21.6,61,J SPORTS,20543
9277,2006-04-29,19:04,第10節,第1日,FC東京,名古屋,味の素スタジアム,曇,15.2,70,BS/J SPORTS(録),22188
9278,2006-04-30,13:04,第10節,第2日,磐田,甲府,ヤマハスタジアム(磐田),晴,21.8,63,静岡放送/テレビ山梨/BS-i/J SPORTS(録),14642
9279,2006-04-30,15:04,第10節,第2日,新潟,G大阪,新潟スタジアム,雨,19.3,42,BS/J SPORTS(録),41430
9280,2006-05-03,14:04,第11節,第1日,甲府,FC東京,山梨県小瀬スポーツ公園陸上競技場,晴,22.4,31,NHK甲府/BS-i/J SPORTS(録),15427
9281,2006-05-03,15:04,第11節,第1日,鹿島,大分,県立カシマサッカースタジアム,晴,15.8,46,BS/J SPORTS(録),22948
9282,2006-05-03,15:04,第11節,第1日,清水,C大阪,日本平スタジアム,晴のち曇,17.8,51,テレビ静岡/スカイパーフェクTV!/J SPORTS(録),18241
9283,2006-05-03,15:04,第11節,第1日,京都,新潟,京都市西京極総合運動公園陸上競技場兼球技場,晴,22.8,27,KBS京都/J SPORTS,11221
9284,2006-05-03,15:00,第11節,第1日,福岡,川崎F,東平尾公園博多の森球技場,晴,17.1,54,J SPORTS(録),11101
9285,2006-05-03,16:04,第11節,第1日,大宮,広島,さいたま市浦和駒場スタジアム,晴,17.3,36,テレビ埼玉/BS-i/J SPORTS(録),9031
9286,2006-05-03,16:03,第11節,第1日,千葉,浦和,フクダ電子アリーナ,晴,14.4,48,NHK総合/BS/J SPORTS(録),17438
9287,2006-05-03,19:04,第11節,第1日,名古屋,横浜FM,豊田スタジアム,晴,14.5,67,BS/J SPORTS(録),25687
9288,2006-07-12,19:04,第11節,第2日,G大阪,磐田,石川県西部緑地公園陸上競技場,雨のち曇,26.9,95,BS/J SPORTS(録),15343
9289,2006-05-06,15:04,第12節,第1日,FC東京,大宮,味の素スタジアム,晴,23.2,45,BS/J SPORTS(録),25128
9290,2006-05-06,15:04,第12節,第1日,横浜FM,千葉,日産スタジアム,晴,22.2,50,TBS(単)/J SPORTS(録),32073
9291,2006-05-06,15:04,第12節,第1日,磐田,名古屋,静岡スタジアムエコパ,曇,20.0,60,NHK静岡/J SPORTS,36376
9292,2006-05-06,15:04,第12節,第1日,大分,京都,九州石油ドーム,屋内,21.3,68,スカイパーフェクTV!/J SPORTS(録),21874
9293,2006-05-06,17:06,第12節,第1日,広島,福岡,広島ビッグアーチ,雨,16.4,94,BS-i/J SPORTS(録),12466
9294,2006-05-06,19:04,第12節,第1日,新潟,清水,新潟スタジアム,晴時々曇,17.3,66,BS/J SPORTS(録),42056
9295,2006-05-06,19:05,第12節,第1日,G大阪,甲府,万博記念競技場,曇のち雨,21.4,42,BS-i/J SPORTS(録),18193
9296,2006-05-07,15:04,第12節,第2日,浦和,鹿島,埼玉スタジアム2002,雨,19.6,79,TBS(単)/J SPORTS(録),56982
9297,2006-05-07,15:05,第12節,第2日,川崎F,C大阪,等々力陸上競技場,雨一時曇,18.9,82,BS/J SPORTS(録),9430
9298,2006-07-19,19:04,第13節,第1日,鹿島,川崎F,県立カシマサッカースタジアム,曇,21.4,80,BS-i/J SPORTS(録),7427
9299,2006-07-19,19:04,第13節,第1日,大宮,磐田,さいたま市浦和駒場スタジアム,曇,22.4,83,テレ玉/BS-i(録)/J SPORTS(録),5806
9300,2006-07-19,19:04,第13節,第1日,千葉,G大阪,フクダ電子アリーナ,曇,21.4,85,BS/J SPORTS(録),15322
9301,2006-07-19,19:04,第13節,第1日,甲府,京都,山梨県小瀬スポーツ公園陸上競技場,曇,22.3,83,J SPORTS(録),8025
9302,2006-07-19,19:04,第13節,第1日,新潟,浦和,新潟スタジアム,晴,23.5,76,J SPORTS,38592
9303,2006-07-19,19:02,第13節,第1日,清水,横浜FM,日本平スタジアム,曇,22.6,79,スカイパーフェクTV!/J SPORTS(録),10183
9304,2006-07-19,19:01,第13節,第1日,名古屋,広島,名古屋市瑞穂陸上競技場,晴,26.5,64,東海テレビ(録)/J SPORTS(録),6760
9305,2006-07-19,19:00,第13節,第1日,C大阪,大分,大阪長居スタジアム,曇,24.6,79,J SPORTS(録),6806
9306,2006-07-19,19:04,第13節,第1日,福岡,FC東京,東平尾公園博多の森球技場,雨,23.2,96,MXテレビ/J SPORTS(録),12142
9307,2006-07-22,18:06,第14節,第1日,FC東京,鹿島,松本平広域公園総合球技場,晴,25.1,54,MXテレビ/J SPORTS(録),17070
9308,2006-07-22,18:06,第14節,第1日,広島,千葉,広島ビッグアーチ,晴,24.6,87,J SPORTS,13432
9309,2006-07-22,19:00,第14節,第1日,大宮,甲府,さいたま市浦和駒場スタジアム,曇,24.5,80,J SPORTS(録),7493
9310,2006-07-22,19:04,第14節,第1日,川崎F,浦和,等々力陸上競技場,曇,24.4,77,BS/J SPORTS(録),23005
9311,2006-07-22,19:02,第14節,第1日,磐田,C大阪,ヤマハスタジアム(磐田),曇,25.1,75,スカイパーフェクTV!/静岡放送(録)/J SPORTS(録),13524
9312,2006-07-22,19:05,第14節,第1日,G大阪,名古屋,万博記念競技場,曇,26.7,75,BS-i/J SPORTS(録),17864
9313,2006-07-22,19:04,第14節,第1日,大分,新潟,九州石油ドーム,曇のち雨のち屋内,26.1,80,J SPORTS(録),19304
9314,2006-07-23,19:05,第14節,第2日,横浜FM,福岡,日産スタジアム,曇一時雨,24.8,84,BS-i/J SPORTS(録),19223
9315,2006-07-23,19:05,第14節,第2日,京都,清水,京都市西京極総合運動公園陸上競技場兼球技場,雨,22.8,98,BS/KBS京都(録)/テレビ静岡(録)/J SPORTS(録),9005
9316,2006-07-26,19:04,第15節,第1日,浦和,大分,さいたま市浦和駒場スタジアム,晴,28.3,68,テレ玉/BS-i/J SPORTS(録),16040
9317,2006-07-26,19:05,第15節,第1日,川崎F,G大阪,等々力陸上競技場,晴,26.8,74,J SPORTS,20425
9318,2006-07-26,19:02,第15節,第1日,新潟,鹿島,新潟スタジアム,晴,24.5,73,スカイパーフェクTV!/J SPORTS(録),39278
9319,2006-07-26,19:04,第15節,第1日,磐田,横浜FM,ヤマハスタジアム(磐田),晴,25.8,79,BS/J SPORTS(録),12875
9320,2006-07-26,19:00,第15節,第1日,名古屋,大宮,名古屋市瑞穂陸上競技場,晴,30.4,66,J SPORTS(録),6618
9321,2006-07-26,19:04,第15節,第1日,京都,千葉,京都市西京極総合運動公園陸上競技場兼球技場,晴,30.5,74,KBS京都/J SPORTS(録),13225
9322,2006-07-26,19:05,第15節,第1日,C大阪,FC東京,大阪長居スタジアム,晴,28.8,83,BS-i(録)/J SPORTS(録),8027
9323,2006-07-26,19:00,第15節,第1日,広島,甲府,広島ビッグアーチ,曇一時雨,25.0,89,J SPORTS(録),5545
9324,2006-07-26,19:00,第15節,第1日,福岡,清水,東平尾公園博多の森球技場,晴,28.3,78,J SPORTS(録),13655
9325,2006-07-29,18:04,第16節,第1日,大宮,京都,熊谷スポーツ文化公園陸上競技場,曇,29.8,51,テレ玉/KBS京都/J SPORTS(録),7278
9326,2006-07-29,18:34,第16節,第1日,FC東京,広島,味の素スタジアム,曇,27.7,72,MXテレビ/スカイパーフェクTV!/J SPORTS(録),31684
9327,2006-07-29,18:34,第16節,第1日,甲府,浦和,山梨県小瀬スポーツ公園陸上競技場,曇,28.1,62,J SPORTS,17000
9328,2006-07-29,19:05,第16節,第1日,鹿島,C大阪,県立カシマサッカースタジアム,曇,24.1,88,BS/J SPORTS(録),14289
9329,2006-07-29,19:05,第16節,第1日,清水,磐田,静岡スタジアムエコパ,曇,28.0,65,BS-i/静岡放送(録)/J SPORTS(録),24920
9330,2006-07-29,19:04,第16節,第1日,G大阪,福岡,万博記念競技場,晴,27.3,75,J SPORTS(録),14621
9331,2006-07-29,19:04,第16節,第1日,大分,川崎F,九州石油ドーム,晴,29.6,73,J SPORTS(録),20873
9332,2006-07-30,19:04,第16節,第2日,千葉,名古屋,フクダ電子アリーナ,晴,22.8,74,BS-i/J SPORTS(録),16961
9333,2006-07-30,19:04,第16節,第2日,横浜FM,新潟,日産スタジアム,曇,24.7,59,BS/J SPORTS(録),24032
9334,2006-08-12,18:00,第17節,第1日,広島,清水,広島ビッグアーチ,晴,27.3,82,J SPORTS(録),10569
9335,2006-08-12,19:04,第17節,第1日,浦和,FC東京,埼玉スタジアム2002,晴,24.1,88,テレ玉/BS-i/MXテレビ(録)/J SPORTS(録),50195
9336,2006-08-12,19:04,第17節,第1日,川崎F,横浜FM,等々力陸上競技場,曇,24.1,81,BS-i(録)/J SPORTS(録),20144
9337,2006-08-12,19:00,第17節,第1日,新潟,千葉,新潟スタジアム,晴,27.2,59,J SPORTS(録),41487
9338,2006-08-12,19:04,第17節,第1日,磐田,鹿島,静岡スタジアムエコパ,曇,24.9,80,スカイパーフェクTV!/J SPORTS(録),30353
9339,2006-08-12,19:01,第17節,第1日,名古屋,甲府,名古屋市瑞穂陸上競技場,曇,27.1,73,J SPORTS(録),12454
9340,2006-08-12,19:04,第17節,第1日,京都,G大阪,京都市西京極総合運動公園陸上競技場兼球技場,晴,27.3,76,KBS京都/スカイパーフェクTV!/J SPORTS(録),16089
9341,2006-08-12,19:00,第17節,第1日,C大阪,大宮,大阪長居スタジアム,晴,29.4,69,J SPORTS(録),12616
9342,2006-08-12,19:04,第17節,第1日,福岡,大分,東平尾公園博多の森球技場,晴,28.7,75,BS/J SPORTS(録),18205
9343,2006-08-19,19:04,第18節,第1日,鹿島,浦和,県立カシマサッカースタジアム,曇,27.8,82,BS/J SPORTS(録),34236
9344,2006-08-19,19:04,第18節,第1日,大宮,G大阪,さいたま市浦和駒場スタジアム,晴,30.4,66,テレ玉/BS-i/J SPORTS(録),11355
9345,2006-08-19,19:04,第18節,第1日,新潟,川崎F,新潟スタジアム,晴,29.8,83,J SPORTS,38611
9346,2006-08-19,19:04,第18節,第1日,清水,甲府,日本平スタジアム,晴,27.4,80,静岡放送(録)/J SPORTS(録),15410
9347,2006-08-19,19:00,第18節,第1日,名古屋,磐田,名古屋市瑞穂陸上競技場,晴,28.4,80,中部日本放送(録)/J SPORTS(録),14392
9348,2006-08-19,19:02,第18節,第1日,C大阪,横浜FM,大阪長居スタジアム,曇,30.6,66,スカイパーフェクTV!/J SPORTS(録),18609
9349,2006-08-19,19:00,第18節,第1日,福岡,京都,東平尾公園博多の森球技場,曇,24.4,84,J SPORTS(録),10387
9350,2006-08-20,18:05,第18節,第2日,広島,大分,広島ビッグアーチ,晴,27.9,82,BS-i/J SPORTS(録),10145
9351,2006-08-20,19:04,第18節,第2日,千葉,FC東京,フクダ電子アリーナ,晴,27.3,89,BS/J SPORTS(録),17261
9352,2006-08-23,19:04,第19節,第1日,浦和,新潟,埼玉スタジアム2002,晴,27.6,84,テレ玉/BS-i(録)/J SPORTS(録),34417
9353,2006-08-23,19:04,第19節,第1日,FC東京,福岡,国立競技場,曇,28.6,64,MXテレビ/J SPORTS(録),18533
9354,2006-08-23,19:01,第19節,第1日,川崎F,名古屋,等々力陸上競技場,曇,28.8,67,J SPORTS(録),11306
9355,2006-08-23,19:05,第19節,第1日,横浜FM,大宮,横浜市三ツ沢公園球技場,曇,27.1,80,BS-i(録)/J SPORTS(録),11623
9356,2006-08-23,19:04,第19節,第1日,甲府,鹿島,山梨県小瀬スポーツ公園陸上競技場,曇,27.3,76,J SPORTS,12115
9357,2006-08-23,19:02,第19節,第1日,磐田,千葉,ヤマハスタジアム(磐田),曇,27.6,81,スカイパーフェクTV!/J SPORTS(録),11992
9358,2006-08-23,19:04,第19節,第1日,京都,C大阪,京都市西京極総合運動公園陸上競技場兼球技場,晴,27.5,61,KBS京都/J SPORTS(録),11291
9359,2006-08-23,19:04,第19節,第1日,G大阪,広島,万博記念競技場,晴,27.4,55,BS/J SPORTS(録),17826
9360,2006-08-23,19:04,第19節,第1日,大分,清水,九州石油ドーム,晴,29.3,70,J SPORTS(録),18864
9361,2006-08-26,18:03,第20節,第1日,大宮,川崎F,熊谷スポーツ文化公園陸上競技場,曇,25.5,72,スカイパーフェクTV!/J SPORTS(録),9076
9362,2006-08-26,18:30,第20節,第1日,鹿島,広島,県立カシマサッカースタジアム,曇,26.0,64,J SPORTS(録),14052
9363,2006-08-26,18:34,第20節,第1日,甲府,磐田,山梨県小瀬スポーツ公園陸上競技場,雨,25.1,75,J SPORTS(録),14227
9364,2006-08-26,19:04,第20節,第1日,新潟,大分,新潟スタジアム,晴,27.0,62,BS/J SPORTS(録),40466
9365,2006-08-26,19:04,第20節,第1日,清水,FC東京,日本平スタジアム,曇,26.8,58,J SPORTS,16177
9366,2006-08-26,19:05,第20節,第1日,C大阪,浦和,大阪長居スタジアム,曇,29.3,69,BS-i/J SPORTS(録),23386
9367,2006-08-26,19:00,第20節,第1日,福岡,千葉,東平尾公園博多の森球技場,晴,26.6,86,RKB毎日放送(録)/J SPORTS(録),17738
9368,2006-08-27,19:05,第20節,第2日,名古屋,G大阪,名古屋市瑞穂陸上競技場,曇,27.0,73,BS-i/名古屋テレビ(録)/J SPORTS(録),17556
9369,2006-08-27,19:04,第20節,第2日,京都,横浜FM,京都市西京極総合運動公園陸上競技場兼球技場,曇,26.3,89,BS/KBS京都(録)/J SPORTS(録),8886
9370,2006-08-30,18:30,第21節,第1日,千葉,川崎F,フクダ電子アリーナ,曇,24.2,82,J SPORTS(録),11433
9371,2006-08-30,18:59,第21節,第1日,鹿島,名古屋,県立カシマサッカースタジアム,曇,24.4,84,BS-i(録)/J SPORTS(録),9457
9372,2006-08-30,19:04,第21節,第1日,大宮,福岡,さいたま市浦和駒場スタジアム,曇,25.9,68,テレ玉/J SPORTS(録),4873
9373,2006-08-30,19:04,第21節,第1日,FC東京,C大阪,国立競技場,曇,26.3,60,MXテレビ*/MXテレビ(録)/J SPORTS(録),21041
9374,2006-08-30,19:05,第21節,第1日,横浜FM,甲府,横浜市三ツ沢公園球技場,雨のち曇,25.1,74,BS-i/J SPORTS(録),12384
9375,2006-08-30,19:00,第21節,第1日,清水,京都,日本平スタジアム,曇,26.7,83,J SPORTS(録),9249
9376,2006-08-30,19:03,第21節,第1日,G大阪,新潟,万博記念競技場,曇,26.1,63,スカイパーフェクTV!/J SPORTS(録),13979
9377,2006-08-30,19:04,第21節,第1日,広島,磐田,広島ビッグアーチ,曇,25.4,80,J SPORTS,9513
9378,2006-08-30,19:04,第21節,第1日,大分,浦和,九州石油ドーム,屋内,25.7,90,BS/J SPORTS(録),27843
9379,2006-09-09,16:04,第22節,第1日,横浜FM,川崎F,日産スタジアム,晴のち曇,29.3,68,NHK総合/J SPORTS(録),22769
9380,2006-09-09,18:02,第22節,第1日,広島,名古屋,広島ビッグアーチ,曇,25.6,90,スカイパーフェクTV!/J SPORTS(録),9299
9381,2006-09-09,18:34,第22節,第1日,FC東京,甲府,味の素スタジアム,曇,27.5,79,MXテレビ/J SPORTS(録),21382
9382,2006-09-09,19:04,第22節,第1日,千葉,清水,フクダ電子アリーナ,曇,26.2,86,BS-i/J SPORTS(録),13463
